ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
2640  ,LANCASTER RD ,K1B4Z4,Ward 18,4M121,,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply of a 1 storey office building,0.0,4500.0,0.0,2300334.0,Construction,2023-01-27 14:35:24
591  ,MACLAREN ST ,K1R5K8,Ward 14,30671,11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply of a 3 storey apartment building,0.0,3500.0,0.0,2300335.0,Construction,2023-01-27 14:48:41
666  ,KIRKWOOD AVE ,K1Z5X9,Ward 15,366,3-4,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply of a 3 storey office building,0.0,0.0,0.0,2300336.0,Construction,2023-01-27 15:01:21
307  ,GILMOUR ST ,K2P0P7,Ward 14,15558,45-46,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply of a 3 storey office building,0.0,4100.0,0.0,2300337.0,Construction,2023-01-27 15:13:51
31  ,VAN LANG PRIV ,K1Z1A6,Ward 15,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to a 9 storey apartment building (Install telecommunications equipment on rooftop),0.0,250000.0,0.0,2300338.0,Construction,2023-01-27 15:18:16
906  ,PASEANA PL ,K2V0P4,Ward 6,4M-1637,,CARDEL HOMES,Rowhouse,Kanata,Construct a 2 storey block of 5 unit rowhouse dwellings with attached garages,5.0,1125373.46,11238.0,2300339.0,Construction,2023-01-27 15:30:56
908  ,PASEANA PL ,K2V0P4,Ward 6,4M-1637,,CARDEL HOMES,Rowhouse,Kanata,Construct a 2 storey block of 5 unit rowhouse dwellings with attached garages,5.0,1125373.46,11238.0,2300339.0,Construction,2023-01-27 15:30:56
910  ,PASEANA PL ,K2V0P4,Ward 6,4M-1637,,CARDEL HOMES,Rowhouse,Kanata,Construct a 2 storey block of 5 unit rowhouse dwellings with attached garages,5.0,1125373.46,11238.0,2300339.0,Construction,2023-01-27 15:30:56
912  ,PASEANA PL ,K2V0P4,Ward 6,4M-1637,,CARDEL HOMES,Rowhouse,Kanata,Construct a 2 storey block of 5 unit rowhouse dwellings with attached garages,5.0,1125373.46,11238.0,2300339.0,Construction,2023-01-27 15:30:56
914  ,PASEANA PL ,K2V0P4,Ward 6,4M-1637,,CARDEL HOMES,Rowhouse,Kanata,Construct a 2 storey block of 5 unit rowhouse dwellings with attached garages,5.0,1125373.46,11238.0,2300339.0,Construction,2023-01-27 15:30:56
2285  ,"ST-LAURENT, BOUL  ",K1G4Z4,Ward 10,449,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply of a 1 storey office building,0.0,4500.0,0.0,2300340.0,Construction,2023-01-27 15:47:54
170  ,ALICE ST ,K1L7X3,Ward 12,M78,35,MR ROOTER PLUMBING,Apartment,Vanier,PLUMBING ONLY: Replacement of lead pipe water service from meter to curb stop,0.0,0.0,0.0,2300341.0,Construction,2023-01-27 16:19:55
1656 B ,FEATHERSTON DR ,,Ward 18,835,66,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition to the attached garage and create a secondary dwelling unit above the garage,1.0,168026.48,904.0,2300342.0,Construction,2023-01-30 08:55:26
1656  ,FEATHERSTON DR ,K1H6P2,Ward 18,835,66,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition to the attached garage and create a secondary dwelling unit above the garage,1.0,168026.48,904.0,2300342.0,Construction,2023-01-30 08:55:26
107  ,MUSKEGO CRES ,K2W1H6,Ward 4,4M1246,28,CONTRACTOR UNKNOWN,Single,Kanata,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2300343.0,Pool Enclosure,2023-01-30 09:10:36
43  ,SHINING STAR CIR ,K2S2B4,Ward 6,4M-1163,131,CONTRACTOR UNKNOWN,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300344.0,Pool Enclosure,2023-01-30 09:18:12
1  ,LISTON CRES ,K2L2W3,Ward 23,4M369,1,CONTRACTOR UNKNOWN,Single,Kanata,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2300345.0,Pool Enclosure,2023-01-30 09:27:42
3  ,CLAREMONT DR ,K1K4J6,Ward 13,344,160,ALL PRO PLUMBING AND HEATING,Mixed,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water (including zone protection) and fire protection water supply of a 3 storey mixed use building,0.0,10000.0,0.0,2300346.0,Construction,2023-01-30 09:29:08
10  ,SONIA CRT ,K2S1J6,Ward 6,4M-667,35,CONTRACTOR UNKNOWN,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300347.0,Pool Enclosure,2023-01-30 09:34:42
269  ,LAURIER AVE W,K1A0P8,Ward 14,3922,"38-39, PT LOT 40",CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the penthouse level of a 29 storey office building (PH2 - fire rated wall reinstatement),0.0,20500.0,62.43,2300348.0,Construction,2023-01-30 09:45:13
270  ,FERGUS CRES ,K2J3L7,Ward 3,4M1513,115,***CONTRACTOR***,Semi - Detached,Nepean,Install an enclosure for a hot tub (rear yard),0.0,0.0,0.0,2300349.0,Pool Enclosure,2023-01-30 09:59:01
17  ,SUNVALE WAY ,K2G6Y2,Ward 24,4M-1140,33,CONTRACTOR UNKNOWN,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0.0,38808.0,1764.0,2300350.0,Construction,2023-01-30 10:34:01
555  ,PARKDALE AVE ,K1Y1H9,Ward 15,22921,10 to 12,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a backflow prevention device on a domestic cold water supply in a 1 storey place of worship,0.0,0.0,0.0,2300351.0,Construction,2023-01-30 10:50:58
976 B ,DYNES RD ,K2C0G8,Ward 16,451233,30,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Interior alterations in a 2 storey duplex (Apt 2),0.0,10000.0,775.0,2300352.0,Construction,2023-01-30 11:10:49
502  ,DUSTY MILLER CRES ,K1V2K1,Ward 22,4M-1328,110,DEWAN CONSTRUCTION,Single,Gloucester,Interior alterations on the 1st floor of a 2 storey detached dwelling (remove loadbearing wall),0.0,5000.0,64.58,2300353.0,Construction,2023-01-30 11:12:34
976 A ,DYNES RD ,K2C0G8,Ward 16,451233,30,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Interior alterations in a 2 storey duplex (Apt 1),0.0,10000.0,775.0,2300354.0,Construction,2023-01-30 11:17:25
361  ,MANGO ST ,K4M1B2,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1142909.83,11369.0,2300355.0,Construction,2023-01-30 11:18:44
363  ,MANGO ST ,K4M1B2,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1142909.83,11369.0,2300355.0,Construction,2023-01-30 11:18:44
365  ,MANGO ST ,K4M1B2,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1142909.83,11369.0,2300355.0,Construction,2023-01-30 11:18:44
367  ,MANGO ST ,K4M1B2,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1142909.83,11369.0,2300355.0,Construction,2023-01-30 11:18:44
369  ,MANGO ST ,K4M1B2,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1142909.83,11369.0,2300355.0,Construction,2023-01-30 11:18:44
351  ,MANGO ST ,K4M1B2,Ward 22,4R19142,21,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1098450.07,10891.0,2300356.0,Construction,2023-01-30 11:20:11
353  ,MANGO ST ,K4M1B2,Ward 22,4R19142,21,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1098450.07,10891.0,2300356.0,Construction,2023-01-30 11:20:11
355  ,MANGO ST ,K4M1B2,Ward 22,4R19142,21,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1098450.07,10891.0,2300356.0,Construction,2023-01-30 11:20:11
357  ,MANGO ST ,K4M1B2,Ward 22,4R19142,21,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1098450.07,10891.0,2300356.0,Construction,2023-01-30 11:20:11
359  ,MANGO ST ,K4M1B2,Ward 22,4R19142,21,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5.0,1098450.07,10891.0,2300356.0,Construction,2023-01-30 11:20:11
2072  ,WALKLEY RD ,K1G3V3,Ward 10,4M-,A,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the sprinkler system of a 1 storey industrial building,0.0,0.0,0.0,2300357.0,Construction,2023-01-30 11:35:51
2092  ,WALKLEY RD ,K1G3V3,Ward 10,4M-,A,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the sprinkler system of a 1 storey industrial building,0.0,0.0,0.0,2300357.0,Construction,2023-01-30 11:35:51
821  ,THORNDALE DR ,K1V6Y1,Ward 16,4M-108,,TAYLOR AND ASSOCIATES DESIGN AND RENOVATIONS,Rowhouse,Old Ottawa,Interior repair to a 2 storey row house dwelling (fire damage),0.0,49000.0,1799.94,2300358.0,Construction,2023-01-30 12:09:40
3760  ,CARP RD ,K0A1L0,Ward 5,218,116,CONTRACTOR UNKNOWN,Institutional,West Carleton,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a commercial building,0.0,1900.0,0.0,2300359.0,Construction,2023-01-30 13:29:27
3774  ,CARP RD ,K0A1L0,Ward 5,4M-,18,CONTRACTOR UNKNOWN,Institutional,West Carleton,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a institutional building,0.0,1900.0,0.0,2300361.0,Construction,2023-01-30 13:49:31
298  ,ZEPHYR AVE ,K2B5Z8,Ward 7,229,27,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install a wood burning insert in a 2 storey detached dwelling,0.0,3000.0,0.0,2300362.0,Construction,2023-01-30 14:06:01
142  ,CHARLIE'S LANE ,K0A1L0,Ward 5,4M1184,48,***CONTRACTOR***,Single,West Carleton,Install an enclosure for a Hot Tub (rear yard),0.0,0.0,0.0,2300364.0,Pool Enclosure,2023-01-30 15:06:39
451  ,BRENNAN AVE ,K1Z6J9,Ward 15,397,,AMSTED DESIGN BUILD,Single,Old Ottawa,Interior alterations and finish the basement in a 2 storey detached dwelling,0.0,76376.2,461.0,2300365.0,Construction,2023-01-30 15:23:03
100  ,BAYSHORE DR ,K2B8C1,Ward 7,4M-,17,STERIC DESIGN & GC INC,Retail,Nepean,"Tenant fit-up on the 1st floor of a 3 storey retail building  (Unit C6, SpecSavers)",0.0,90000.0,2036.53,2300366.0,Construction,2023-01-31 09:05:58
1381  ,LEIGH CRES ,K1J8E5,Ward 11,854,260,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 1 storey detached dwelling (removal of non-load bearing walls around bedrooms),0.0,100.0,290.0,2300367.0,Construction,2023-01-31 09:12:59
824  ,DUNLEVIE AVE ,K2A2Z4,Ward 7,290559,29,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct 1 storey additions (rear yard) & interior alterations to a 1 storey detached dwelling,0.0,110667.58,839.0,2300368.0,Construction,2023-01-31 09:46:55
19  ,MONK ST ,K1S3Y7,Ward 17,47389,13,UNKNOWN,Rowhouse,Old Ottawa,Construct a secondary dwelling unit in a 2 storey rowhouse (basement),1.0,150000.0,2100.0,2300369.0,Construction,2023-01-31 09:53:41
2780  ,SHEFFIELD RD ,K1B3V9,Ward 18,4R25599,,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,PLUMBING ONLY: Install a backflow prevention device on the domestic water supply in a 1 storey industrial building (Cooper Equipment Rentals),0.0,9000.0,43.05,2300370.0,Construction,2023-01-31 10:00:00
27  ,ERSKINE PL ,K2H8R8,Ward 7,M144,22,TJK RENOVATIONS,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0.0,26999.07,581.0,2300371.0,Construction,2023-01-31 10:04:55
185  ,LYON ST N,K1A1M3,Ward 14,4M-,,ZENITH SOLUTIONS INC.,Apartment,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of an apartment building,0.0,20800.0,0.0,2300372.0,Construction,2023-01-31 10:22:27
187  ,LYON ST N,K1A1M3,Ward 14,4M-,,ZENITH SOLUTIONS INC.,Apartment,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of an apartment building,0.0,20800.0,0.0,2300372.0,Construction,2023-01-31 10:22:27
125  ,CEDAR ST ,K1E1B2,Ward 1,19,88,ROMANTIC FIREPLACES AND BBQ'S,Single,Cumberland,Install a woodstove in a 2 storey detached dwelling,0.0,15000.0,0.0,2300373.0,Construction,2023-01-31 10:28:51
1625  ,VANIER PKY ,K1L0B2,Ward 12,,7,DOLYN CONSTRUCTION LTD,Office,Vanier,Interior alterations on the 1st and 5th floor of a 10 storey office building (Maglocks),0.0,200000.0,807.0,2300374.0,Construction,2023-01-31 10:31:44
703  ,CHAPMAN BLVD ,K1G1T5,Ward 18,656,786,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (relocate washer dryer/new backwater valve/spray foam insulation in basement),0.0,8000.0,108.0,2300375.0,Construction,2023-01-31 11:08:15
100  ,VILLAGEVIEW PRIV ,K0A1L0,Ward 5,4M1333,,CONTRACTOR UNKNOWN,Single,West Carleton,Finish the basement in a 1 storey townhouse dwelling,0.0,45726.48,984.0,2300376.0,Construction,2023-01-31 11:16:34
825  ,MAITLAND AVE ,K2A2S2,Ward 7,303,1-2,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1.0,20000.0,600.0,2300377.0,Construction,2023-01-31 11:22:58
1729  ,WALKLEY RD ,K1V2P6,Ward 18,31,34-35,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (Unit 103 - Supa Vapes Inc.),0.0,30000.0,1120.0,2300378.0,Construction,2023-01-31 11:27:02
1150  ,CHIMNEY HILL WAY ,K1J6N3,Ward 11,CCP 247,"level 1, unit 39",ECO SMART BUILDERS,Rowhouse,Gloucester,Interior alterations in a 2 storey rowhouse,0.0,5000.0,108.0,2300379.0,Construction,2023-01-31 11:33:28
820  ,SMYTH RD ,K1G1P3,Ward 18,627,167,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached garage,0.0,1000.0,-126.0,2300381.0,Demolition,2023-01-31 11:56:39
140  ,BEECHWOOD AVE ,K1L1A9,Ward 12,92,,THE LAKE PARTNERSHIP INC,Apartment,Old Ottawa,Tenant fit-up on the ground floor of an 8 storey mixed use building (Pilates studio and future Group E occupancies).,0.0,45000.0,1829.86,2300382.0,Construction,2023-01-31 12:01:14
1992  ,ALTA VISTA DR ,K1H7L1,Ward 18,550,80,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to remove a screened porch and construct a new porch on a 1 storey detached dwelling,0.0,5000.0,134.0,2300383.0,Construction,2023-01-31 13:30:32
1192  ,MEADOWLANDS DR E,K2E6J9,Ward 9,412297,,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to an 8 storey apartment building (balconies),0.0,750000.0,13153.0,2300385.0,Construction,2023-01-31 14:08:20
19  ,PELEE ST ,K2M2V5,Ward 23,4M-803,,CONTRACTOR UNKNOWN,Single,Kanata,Interior/exterior alterations in a 2 storey detached dwelling (replace wall in garage due to water damage),0.0,4900.0,54.0,2300386.0,Construction,2023-01-31 14:15:43
184  ,COYOTE CRES ,K2S2G8,Ward 6,4M-1259,96,SOLAR X,Single,Goulbourn,Install solar panels on the roof of a 2 storey detached dwelling,0.0,49303.0,0.0,2300387.0,Construction,2023-01-31 14:25:10
1250  ,STITTSVILLE MAIN ST ,K2S1S9,Ward 6,4M-,,CONTRACTOR UNKNOWN,Retail,Goulbourn,Interior alterations to a 1 storey commercial building (Unit C08 - Edo Japan),0.0,250000.0,307.5,2300388.0,Construction,2023-01-31 14:35:42
734  ,"PETANQUE, CROIS DE LA  ",K4A5L7,Ward 19,,51,PROVENCE ORLEANS REALTY INVESTMENT INC,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Oliver 2019 F,1.0,471894.0,2822.0,2300389.0,Construction,2023-01-31 16:18:57
301  ,LAURIER AVE W,K1P5N8,Ward 14,3922,34/35,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 5th floor of a 5 storey office building (unit 500),0.0,150000.0,4851.83,2300390.0,Construction,2023-02-01 09:13:20
249  ,"BEAUGENCY, RUE DE  ",K1W0N6,Ward 19,,36,GLENVIEW HOMES (INNES) LTD,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 30-11 2017 A,1.0,303002.0,1812.0,2300391.0,Construction,2023-02-01 09:13:47
150  ,ELGIN ST ,K2P1L4,Ward 14,4556,"PT LOT 52, LOTS53-57",CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 8th and 10th floor of a 23 storey office building,0.0,50000.0,8083.7,2300392.0,Construction,2023-02-01 10:17:10
970  ,SMYTH RD ,K1G4J6,Ward 18,,PT LOT 27,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Tenant fit up to the 1st floor of a 10 storey apartment building (Unit B - PetValu),0.0,300000.0,4477.93,2300393.0,Construction,2023-02-01 10:35:41
6607 A ,BILBERRY DR ,K1C4N4,Ward 2,379,,HIGH ENERGY GAS & WOOD,Stacked Rowhouse,Gloucester,Install a woodstove in a 3 storey stacked rowhouse dwelling,0.0,11000.0,0.0,2300394.0,Construction,2023-02-01 11:02:48
200  ,FRIEL ST ,K1N8Z2,Ward 12,,,GENLET ELECTRIC INC.,Apartment,Old Ottawa,Interior alterations to a 6 storey apartment building (Replace Fire alarm system),0.0,520000.0,1000.0,2300396.0,Construction,2023-02-01 11:04:31
592  ,ANCHOR CIR ,K0A2E0,Ward 21,4M-,,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 storey detached dwelling (Riverwood 2022 Elevation C),1.0,660024.37,3551.0,2300397.0,Construction,2023-02-01 11:05:43
