ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
1547  ,MERIVALE RD ,K2G4V3,Ward 9,4M-,,CONTRACTOR UNKNOWN,Office,Nepean,Tenant fit-up on the ground floor of a 5 storey office building (Unit 8),0.0,125000.0,3696.33,2300658.0,Construction,2023-02-15 12:36:04
195  ,GENERAL AVE ,K1Z7W9,Ward 16,268159,177,WECHIMNEY INC.,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling (remove fireplace and add door at rear),0.0,14000.0,50.0,2300659.0,Construction,2023-02-15 14:58:15
589  ,PAAKANAAK AVE ,K1X0H4,Ward 22,4M1653,186,PATHWAYS SOUTH REGIONAL INC.,Single,Gloucester,Construct a 1 Storey Single with attached garage  Model: Firestone 2020 C,1.0,246482.0,1474.0,2300660.0,Construction,2023-02-15 15:59:31
722  ,ROUNCEY RD ,K2V0R1,Ward 6,4M-1637,,CONTRACTOR UNKNOWN,Demolition,Kanata,Demolish a 1 storey building (Mattamy sales centre),0.0,2000.0,-1320.0,2300661.0,Demolition,2023-02-15 16:05:53
91  ,PIZZICATO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2505 2019 A,TH2503E 2020 A,TH2501E 2019 A",3.0,600096.0,4614.0,2300662.0,Construction,2023-02-16 08:30:19
93  ,PIZZICATO ST ,K1W1E9,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2505 2019 A,TH2503E 2020 A,TH2501E 2019 A",3.0,600096.0,4614.0,2300662.0,Construction,2023-02-16 08:30:19
95  ,PIZZICATO ST ,K1W1E9,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2505 2019 A,TH2503E 2020 A,TH2501E 2019 A",3.0,600096.0,4614.0,2300662.0,Construction,2023-02-16 08:30:19
28  ,BEDFORD CRES ,K1K0E5,Ward 13,M84,230,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached garage,0.0,500.0,-336.0,2300663.0,Demolition,2023-02-16 09:06:12
434  ,FRASER AVE ,K2A2P9,Ward 7,M29,172,AMSTED DESIGN BUILD,Single,Old Ottawa,Exterior/interior alterations in a 2 storey detached dwelling (replace roof),0.0,18000.0,925.0,2300664.0,Construction,2023-02-16 09:13:49
312  ,CUMBERLAND ST ,K1N1B3,Ward 12,42842,24 to 26,GENLET ELECTRIC INC.,Apartment,Old Ottawa,Interior alterations in a 7 storey apartment building (fire pump replacement),0.0,113400.0,1.0,2300665.0,Construction,2023-02-16 09:18:38
195  ,BREEZEHILL AVE N,K1Y2J1,Ward 15,92,,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Install a woodstove on the 1st floor of a 2 storey semi-detached dwelling,0.0,6350.0,0.0,2300666.0,Construction,2023-02-16 10:17:51
1395  ,LAURIN CRES ,K1E3G9,Ward 1,50M88,15,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (enlarge rear patio door),0.0,7000.0,72.0,2300667.0,Construction,2023-02-16 10:29:51
12  ,LITTLE RD ,K1V1H5,Ward 22,657,30,JORDCO ENTERPRISES,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300668.0,Pool Enclosure,2023-02-16 10:53:26
1380  ,UPPER CANADA ST ,K2T0N7,Ward 4,4M-1627,,CONTRACTOR UNKNOWN,Office,West Carleton,Tenant fit up to 2 storey medical centre (Unit 205 - Brightside Medical Clinic),0.0,450000.0,5393.0,2300669.0,Construction,2023-02-16 11:11:04
133  ,SPRINGBEAUTY AVE ,K2J5Y5,Ward 24,4M1506,,CONTRACTOR UNKNOWN,Semi - Detached,Nepean,Interior alterations in the basement of a 2 storey semi-detached dwelling (plumbing reconfiguration),0.0,100.0,32.29,2300670.0,Construction,2023-02-16 11:26:23
33  ,DRAINIE DR ,K2L3J8,Ward 23,4M462,46,CONTRACTOR UNKNOWN,Single,Kanata,Alterations to move structural post in basement of a 2 storey detached dwelling,0.0,500.0,20.0,2300671.0,Construction,2023-02-16 14:23:14
261  ,CENTREPOINTE DR ,K2G6E8,Ward 8,4M623,,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit up to a 1 storey retail building (Desi Hangout- Unit 7),0.0,35000.0,760.0,2300672.0,Construction,2023-02-16 14:30:18
2635  ,CONN ST ,K2B7C4,Ward 7,427924,27,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Construct a secondary dwelling unit in the basement & interior alterations in an existing 2 storey duplex,1.0,35000.0,1135.0,2300673.0,Construction,2023-02-16 14:40:00
754  ,BAYVIEW DR ,K0A3M0,Ward 5,424,30,11648985 CANADA INC.,Single,West Carleton,Interior /Exterior alterations to a 2 storey detached dwelling (Rebuild second floor from fire damage),0.0,500000.0,1991.32,2300674.0,Construction,2023-02-16 15:50:46
2201  ,"MONTREAL, CH DE  ",K1J0B4,Ward 11,,15,CONTRACTOR UNKNOWN,Institutional,Gloucester,Interior alterations to install maglocks on the 6th floor of a 7 storey retirement home (Beacon Hill Retirement Residence),0.0,27000.0,1.0,2300675.0,Construction,2023-02-17 09:14:56
1163  ,"ST-LAURENT, BOUL  ",K1K3B7,Ward 11,4M-,3,CONTRACTOR UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY:  Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply in a 1 storey retail building,0.0,10000.0,0.0,2300676.0,Construction,2023-02-17 09:20:47
359  ,LAFONTAINE AVE ,K1L6X6,Ward 12,502,17,CONTRACTOR UNKNOWN,Single,Vanier,Interior alterations in a 1 storey detached dwelling (add 5 skylights),0.0,45000.0,388.0,2300677.0,Construction,2023-02-17 09:28:19
351  ,FRIEL ST ,K1N7W7,Ward 12,,10,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Construct an addition (rear yard) to a 6 Unit, 3 storey residential building (add 2 bedrooms with bathrooms in each Unit)",0.0,267552.0,1600.0,2300678.0,Construction,2023-02-17 10:07:22
164  ,HAWTHORNE AVE ,K1S0B3,Ward 17,150,E PT LOT 10,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,"Interior alterations in a 3 storey semi-detached dwelling (plumbing stack, bathroom & kitchen renovations)",0.0,15000.0,193.75,2300679.0,Construction,2023-02-17 10:43:06
267  ,"STE-ANNE, AV  ",K1L7C3,Ward 12,246,56,CONTRACTOR UNKNOWN,Single,Vanier,"Interior/exterior alterations on a 1 storey detached dwelling (fire damage repair from Sept. 11, 2022) (rear wall and roof)",0.0,30000.0,50.0,2300680.0,Construction,2023-02-17 10:54:19
102  ,IRON BRIDGE PL ,,Ward 4,4M-1570,58,HN HOMES LIMITED PARTNERSHIP,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 44-02 Byron 2015 Standard,1.0,423568.0,2533.0,2300681.0,Construction,2023-02-17 11:28:25
859  ,CAMPBELL AVE ,K2A2C6,Ward 7,355,102 & 103,TOURANGEAU MECHANICAL PLUMBING SERVICE,Retail,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water entry 1 storey commercial building,0.0,10000.0,0.0,2300682.0,Construction,2023-02-17 11:50:00
6437  ,ASTON RD ,K4M1B3,Ward 21,4M-,,CONTRACTOR UNKNOWN,Single,Rideau,Exterior alterations to a 2 storey detached dwelling (replace cladding),0.0,95000.0,48.0,2300683.0,Construction,2023-02-17 11:56:10
280  -7,MCCLELLAN RD ,K2H8P8,Ward 9,51,,"HABEL, CARL",Rowhouse,Nepean,PLUMBING ONLY: Relocate plumbing in bathroom on 2nd storey of a 2 storey rowhouse dwelling,0.0,1680.0,56.0,2300684.0,Construction,2023-02-17 12:09:36
860  ,BAYVIEW DR ,K0A3M0,Ward 5,424,59,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 Storey detached dwelling,1.0,834184.56,4488.0,2300685.0,Construction,2023-02-17 13:39:27
479  ,HILSON AVE ,K1Z6C6,Ward 15,237,19,OTTAWA CARLETON CONSTRUCTION LTD,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1.0,8000.0,-1200.0,2300686.0,Demolition,2023-02-17 13:40:19
479  ,HILSON AVE ,K1Z6C6,Ward 15,4M-,19,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a detached garage,0.0,30000.0,336.0,2300687.0,Construction,2023-02-17 13:41:46
479  ,HILSON AVE ,K1Z6C6,Ward 15,237,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1.0,572293.39,4091.48,2300688.0,Construction,2023-02-17 13:46:48
66  ,SECOND AVE ,K1S2H5,Ward 17,35085,,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Interior alterations in a 3 storey duplex,0.0,10000.0,216.0,2300689.0,Construction,2023-02-17 13:55:46
593  ,ANCHOR CIR ,K4M0N4,Ward 21,,62,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Birch 2022 C,1.0,471366.0,2536.0,2300691.0,Construction,2023-02-17 14:17:30
750  ,SHOAL ST ,K4M0N4,Ward 21,,65,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Birch 2022 C,1.0,471366.0,2536.0,2300692.0,Construction,2023-02-17 14:30:41
1841  ,MERIVALE RD ,K2G1E3,Ward 9,4M-,"5-7, 22-23",CONTRACTOR UNKNOWN,Retail,Nepean,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply to a 1 storey commercial building,0.0,10000.0,10.0,2300693.0,Construction,2023-02-17 14:39:24
583  ,ANCHOR CIR ,K4M0N4,Ward 21,,64,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Magnolia 4 2022 B,1.0,555193.0,2987.0,2300694.0,Construction,2023-02-17 14:41:51
585  ,ANCHOR CIR ,K4M0N4,Ward 21,,63,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Magnolia 4 2022 C,1.0,555193.0,2987.0,2300695.0,Construction,2023-02-17 14:51:03
1526  ,MERIVALE RD ,K2G3J7,Ward 8,375,385-388,TOURANGEAU MECHANICAL PLUMBING SERVICE,Retail,Nepean,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water entry to a 1 storey retail building,0.0,10000.0,10.0,2300696.0,Construction,2023-02-17 14:52:45
15  ,MORTON DR ,K2L1W9,Ward 23,896,1155,***CONTRACTOR***,Semi - Detached,Kanata,Interior alterations in the basement of a 1 storey semi-detached dwelling,0.0,8500.0,900.0,2300697.0,Construction,2023-02-17 14:53:01
1046  ,FISHER AVE ,K1Z6P6,Ward 16,311897,2,MERMAID POOLS,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300699.0,Pool Enclosure,2023-02-17 15:04:14
326  ,ATHABASCA HTS ,,Ward 4,,,RICHCRAFT GROUP OF COMPANIES,Single,Kanata,Construct a 2 storey detached dwelling,1.0,758538.24,4912.0,2300700.0,Construction,2023-02-17 15:07:57
855  ,CAMPBELL AVE ,K2A2C6,Ward 7,355,102 & 103,TOURANGEAU MECHANICAL PLUMBING SERVICE,Industrial,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water entry to a 1 storey commercial building,0.0,10000.0,0.0,2300702.0,Construction,2023-02-17 15:43:46
11  ,BEARBROOK RD ,K1B4N3,Ward 2,4M-163,13,HB POOLS INC.,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300703.0,Pool Enclosure,2023-02-17 16:11:33
3303  ,MORNINGMIST WAY ,K0A2W0,Ward 20,4M1457,19,HB POOLS INC.,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300704.0,Pool Enclosure,2023-02-21 08:32:24
1291  ,SUMMERVILLE AVE ,K1Z8G7,Ward 16,294,43,CONCORDE PROPERTIES,Demolition,Old Ottawa,Demolish a 3 storey apartment building,-6.0,30000.0,-6415.0,2300705.0,Demolition,2023-02-21 09:30:45
10  ,TENNYSON ST ,K2E5W6,Ward 9,4M-,26,CONTRACTOR UNKNOWN,Single,Nepean,Exterior alterations to a 1 storey detached dwelling (replace roof system and brick at front),0.0,50000.0,2085.0,2300706.0,Construction,2023-02-21 09:34:15
525  -20,HILSON AVE ,K1Z6C9,Ward 15,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Install a wood stove insert on the 1st floor of a 2 storey rowhouse,0.0,8626.0,13.45,2300707.0,Construction,2023-02-21 09:44:01
777  ,ISLAND PARK DR ,K1Y0C1,Ward 15,,287-288,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2300708.0,Pool Enclosure,2023-02-21 10:15:32
1905  ,LAUDER DR ,K2A1A9,Ward 7,4M-,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling (remove wall),0.0,9000.0,0.0,2300709.0,Construction,2023-02-21 10:36:09
105  ,COCO PL ,K2T0R2,Ward 4,4M-1680,75,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0.0,30205.5,650.0,2300710.0,Construction,2023-02-21 10:42:53
210  ,METRIC CIR ,K2V0L3,Ward 6,4M-,82,METRIC HOMES (OTTAWA) INC.,Single,Kanata,Construct a 2 storey detached dwelling,1.0,619876.4500000001,3335.0,2300711.0,Construction,2023-02-21 10:50:09
907  ,OMAGAKI WAY ,K1X0J2,Ward 22,4M1618,,UNKNOWN,Single,Gloucester,Construct a 2 storey single detached dwelling,1.0,599570.24,3252.0,2300712.0,Construction,2023-02-21 11:08:01
144  ,BEEBALM CRES ,K2J6M8,Ward 3,,,CAIVAN GREENBANK DEVELOPMENT,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2502 2020 B,TH2504C 2020 B,TH2503E 2020 B",3.0,526039.84,4717.0,2300714.0,Construction,2023-02-21 11:41:03
146  ,BEEBALM CRES ,K2J6M8,Ward 3,,,CAIVAN GREENBANK DEVELOPMENT,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2502 2020 B,TH2504C 2020 B,TH2503E 2020 B",3.0,526039.84,4717.0,2300714.0,Construction,2023-02-21 11:41:03
148  ,BEEBALM CRES ,K2J6M8,Ward 3,,,CAIVAN GREENBANK DEVELOPMENT,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2502 2020 B,TH2504C 2020 B,TH2503E 2020 B",3.0,526039.84,4717.0,2300714.0,Construction,2023-02-21 11:41:03
3219  ,JOY'S RD ,K0A2Z0,Ward 21,,PT LOT 21,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 1 storey detached dwelling,1.0,353153.0,1900.0,2300715.0,Construction,2023-02-21 13:08:45
3900  ,DWYER HILL RD ,K0A1B0,Ward 21,,5,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 1 storey detached dwelling,1.0,300551.79,1617.0,2300716.0,Construction,2023-02-21 13:10:54
337  ,WEST RIDGE DR ,K2S2G7,Ward 6,1259,9,MAGNOLIA CONSTRUCTION,Single,Goulbourn,Interior alterations to a 2 storey detached dwelling (remove load bearing wall),0.0,5000.0,6.0,2300717.0,Construction,2023-02-21 13:12:54
270  ,CRICHTON ST ,K1M1W4,Ward 13,56,23 & 24,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on domestic cold water supply,0.0,800.0,0.0,2300718.0,Construction,2023-02-21 13:45:28
22  ,ANGEL HTS ,K2S2N2,Ward 6,4M-1619,16,CONTRACTOR UNKNOWN,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0.0,26999.07,581.0,2300719.0,Construction,2023-02-21 13:54:35
272 A ,CRICHTON ST ,K1M1W4,Ward 13,56,"23, 24",CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on domestic cold water supply (St Johns Lutheran Church),0.0,800.0,0.0,2300720.0,Construction,2023-02-21 13:54:31
33  ,MARGRAVE AVE ,K1T3Y2,Ward 10,4M-996,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Finish the basement in a 2 storey rowhouse dwelling,0.0,32529.0,700.0,2300721.0,Construction,2023-02-21 14:06:35
204  ,CONDADO CRES ,K2V0P3,Ward 6,4M-1637,304,***CONTRACTOR***,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0.0,34852.5,750.0,2300722.0,Construction,2023-02-21 14:20:39
100  ,BAYSHORE DR ,K2B8C1,Ward 7,,17,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit-up on the 2nd floor of a 3 storey retail building (Unit T17, Optical Clinic)",0.0,40000.0,1465.56,2300723.0,Construction,2023-02-21 14:23:20
135  ,SUNNING HILLS CRES ,K0A3M0,Ward 5,499,9,CONTRACTOR UNKNOWN,Demolition,West Carleton,Demolish a 1 storey detached dwelling,-1.0,15000.0,-1000.0,2300725.0,Demolition,2023-02-21 14:31:41
3705  ,PADEN RD ,K0A2T0,Ward 21,,15,LOCKWOOD BROTHERS CONSTRUCTION,Detached Garage/Shed,Rideau,Construct a detached garage (front yard),0.0,89000.0,800.0,2300726.0,Construction,2023-02-21 14:52:55
211  ,BRONSON AVE ,K1R6H5,Ward 14,2996,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 2nd and 3rd floor of a 3 storey  building (Bronson Centre - construct 2 universal washrooms),0.0,80000.0,245.0,2300727.0,Construction,2023-02-21 15:00:29
6882  ,LAKES PARK DR ,K4P1M6,Ward 20,4M-937,37,HB POOLS INC.,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300728.0,Pool Enclosure,2023-02-21 15:11:01
332  ,FLORA ST ,K1R5S3,Ward 14,30,42,BASSI CONSTRUCTION,Duplex,Old Ottawa,Exterior/interior repairs to a 3 storey duplex (fire/asbestos remediation),0.0,250000.0,570.5,2300729.0,Construction,2023-02-21 15:24:18
70  ,ESBAN DR ,K1X0H3,Ward 22,,,PATHWAYS SOUTH REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Levi 2019 int unit,Ruby 2019 end unit,Everitt 2019 end unit,Scarlet 2019 int unit",4.0,958931.0,7373.0,2300730.0,Construction,2023-02-21 15:31:42
72  ,ESBAN DR ,K1X0H3,Ward 22,,,PATHWAYS SOUTH REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Levi 2019 int unit,Ruby 2019 end unit,Everitt 2019 end unit,Scarlet 2019 int unit",4.0,958931.0,7373.0,2300730.0,Construction,2023-02-21 15:31:42
74  ,ESBAN DR ,K1X0H3,Ward 22,,,PATHWAYS SOUTH REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Levi 2019 int unit,Ruby 2019 end unit,Everitt 2019 end unit,Scarlet 2019 int unit",4.0,958931.0,7373.0,2300730.0,Construction,2023-02-21 15:31:42
76  ,ESBAN DR ,K1X0H3,Ward 22,,,PATHWAYS SOUTH REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Levi 2019 int unit,Ruby 2019 end unit,Everitt 2019 end unit,Scarlet 2019 int unit",4.0,958931.0,7373.0,2300730.0,Construction,2023-02-21 15:31:42
501 B ,IVY GREEN WAY ,K1T0L2,Ward 22,4M-1462,21,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1.0,40000.0,861.0,2300731.0,Construction,2023-02-21 15:31:48
501  ,IVY GREEN WAY ,K1T0L2,Ward 22,4M-1462,21,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1.0,40000.0,861.0,2300731.0,Construction,2023-02-21 15:31:48
260  ,FALSETTO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2505 2019 B,TH2504C 2020 B,TH2502 2020 B,TH2501E 2019 B",5.0,1008094.0,7751.0,2300733.0,Construction,2023-02-21 15:56:03
262  ,FALSETTO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2505 2019 B,TH2504C 2020 B,TH2502 2020 B,TH2501E 2019 B",5.0,1008094.0,7751.0,2300733.0,Construction,2023-02-21 15:56:03
264  ,FALSETTO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2505 2019 B,TH2504C 2020 B,TH2502 2020 B,TH2501E 2019 B",5.0,1008094.0,7751.0,2300733.0,Construction,2023-02-21 15:56:03
266  ,FALSETTO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2505 2019 B,TH2504C 2020 B,TH2502 2020 B,TH2501E 2019 B",5.0,1008094.0,7751.0,2300733.0,Construction,2023-02-21 15:56:03
268  ,FALSETTO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2505 2019 B,TH2504C 2020 B,TH2502 2020 B,TH2501E 2019 B",5.0,1008094.0,7751.0,2300733.0,Construction,2023-02-21 15:56:03
195  ,ROSEMERE AVE ,K1S1A7,Ward 17,93733,26,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Remove and replace the front porch on a 2 storey semi-detached dwelling,0.0,5000.0,55.0,2300734.0,Construction,2023-02-21 15:57:48
2158  ,PLESSER ST ,K1G2X1,Ward 18,714,44,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1.0,50000.0,792.0,2300736.0,Construction,2023-02-22 10:49:20
82  ,ECCLES ST ,K1R6S6,Ward 14,55,16,CENTRETOWN CONSTRUCTION LTD,Apartment,Old Ottawa,Interior alterations to convert a triplex into a 2 storey 6 unit apartment,3.0,25000.0,1569.0,2300737.0,Construction,2023-02-22 10:59:02
84  ,ECCLES ST ,K1R6S6,Ward 14,55,16,CENTRETOWN CONSTRUCTION LTD,Apartment,Old Ottawa,Interior alterations to convert a triplex into a 2 storey 6 unit apartment,3.0,25000.0,1569.0,2300737.0,Construction,2023-02-22 10:59:02
98  ,BYRON AVE ,K1Y3J1,Ward 15,M-48,2127,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 3 storey detached dwelling,1.0,412991.22,2826.8,2300738.0,Construction,2023-02-22 11:11:57
217  ,MCGILLIVRAY ST ,K1S1K9,Ward 17,242262,PT LOTS 73-74,ANPAQ HOME IMPROVEMENTS CORP.,Single,Old Ottawa,Construct a 1 storey addition and interior alterations to a 2 storey detached dwelling,0.0,26152.2,61.0,2300739.0,Construction,2023-02-22 11:22:25
64  ,MOORCROFT RD ,K2G0M7,Ward 8,4M627,"19,147",AMSTED DESIGN BUILD,Single,Nepean,Interior alterations and addition on 1st storey of a 2 storey detached dwelling,0.0,130880.5,1055.0,2300740.0,Construction,2023-02-22 11:29:49
8256  ,RODNEY FARM DR ,K0A2P0,Ward 20,4M-564,28,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a detached steel building (rear yard),0.0,12800.0,625.0,2300741.0,Construction,2023-02-22 11:38:33
344  ,GILMOUR ST ,K2P0R3,Ward 14,29598,H,LEOPOLD CONSTRUCTION,Single,Old Ottawa,Construct a 1 storey addition to a 2 storey detached dwelling (side yard),0.0,5947.84,32.0,2300742.0,Construction,2023-02-22 11:41:10
1975  ,LOASA LANE ,K4A4T4,Ward 1,4M-1180,35,MCI POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300743.0,Pool Enclosure,2023-02-22 11:50:43
156  ,CLEOPATRA DR ,K2G5X2,Ward 9,4M-747,,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations in a 1 storey building,0.0,195297.16,157.0,2300744.0,Construction,2023-02-22 13:00:26
613 A ,PARKVIEW RD ,K1Z6E6,Ward 15,4M-,LOT 102 TO 103,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex (basement & ground floor one unit only),3.0,953513.1,5130.0,2300745.0,Construction,2023-02-22 13:09:19
613 B ,PARKVIEW RD ,K1Z6E6,Ward 15,4M-,LOT 102 TO 103,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex (basement & ground floor one unit only),3.0,953513.1,5130.0,2300745.0,Construction,2023-02-22 13:09:19
613 C ,PARKVIEW RD ,K1Z6E6,Ward 15,4M-,LOT 102 TO 103,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex (basement & ground floor one unit only),3.0,953513.1,5130.0,2300745.0,Construction,2023-02-22 13:09:19
2  -36,BERTONA ST ,K2G0W2,Ward 9,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations in a 2 storey rowhouse (unit 36),0.0,40000.0,161.45000000000002,2300746.0,Construction,2023-02-22 13:18:58
1380  ,CASERTA PL ,K4A3B9,Ward 1,50M-161,113,EDGEWATER POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300747.0,Pool Enclosure,2023-02-22 13:34:59
1365  ,BANK ST ,K1H8K8,Ward 18,4M-,18,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to a 17 storey apartment building (modify hydro vault),0.0,260000.0,145.0,2300748.0,Construction,2023-02-22 13:48:20
68  ,WIGAN DR ,K2E6L1,Ward 9,412297,459,CONTRACTOR UNKNOWN,Single,Nepean,Construct a greenhouse addition at the rear of a 2 storey detached dwelling,0.0,10000.0,154.0,2300750.0,Construction,2023-02-22 15:18:30
168  ,CHARLOTTE ST ,K1N8K6,Ward 12,6,47-48,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 1st floor of a 5 storey mixed use building (Unit 2 - optical retail),0.0,30000.0,969.0,2300751.0,Construction,2023-02-23 09:12:21
254  ,"ST-DENIS, RUE  ",K1L5J5,Ward 12,246,"PT LOT 532, 533-534",CONTRACTOR UNKNOWN,Stacked Rowhouse,Vanier,Construct a 2 storey 6 unit stacked dwelling,6.0,690273.28,4951.39,2300752.0,Construction,2023-02-23 09:18:42
256  ,"ST-DENIS, RUE  ",K1L5J5,Ward 12,246,"533-534, PT LOT 532",CONTRACTOR UNKNOWN,Stacked Rowhouse,Vanier,Construct a 2 storey 6 unit stacked dwelling,6.0,690273.28,4951.39,2300753.0,Construction,2023-02-23 09:20:05
276  ,CROCUS AVE ,K1H6E9,Ward 18,770,15,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling (Bsmt windows/door openings),0.0,10000.0,75.0,2300754.0,Construction,2023-02-23 09:32:36
